Circuit: * \\psf\Home\Documents\Lettuce Buddy HW\HealthyEC\LTSpice\miniEC_WienBridgeWithFG_V2.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 1.73692e-006 +to 1.73705e-006
Heightened Def Con from 1.73705e-006 to 1.73717e-006
Heightened Def Con from 1.73718e-006 to 1.73819e-006
Heightened Def Con from 1.73819e-006 to 1.73819e-006
Heightened Def Con from 1.73819e-006 to 1.73921e-006
Heightened Def Con from 1.73922e-006 +to 1.73922e-006
Heightened Def Con from 1.73922e-006 to 1.73935e-006
Heightened Def Con from 1.73935e-006 to 1.73947e-006
Heightened Def Con from 1.73947e-006 to 1.7406e-006
Heightened Def Con from 1.7406e-006 to 1.7406e-006
Heightened Def Con from 1.7406e-006 to 1.7406e-006
Heightened Def Con from 1.7406e-006 to 1.7406e-006
Heightened Def Con from 1.7406e-006 to 1.7406e-006
Heightened Def Con from 1.7406e-006 to 1.7406e-006
Heightened Def Con from 1.7406e-006 +to 1.74072e-006
Heightened Def Con from 1.74147e-006 to 1.74147e-006
Heightened Def Con from 1.74147e-006 to 1.74147e-006
Heightened Def Con from 1.74147e-006 to 1.74147e-006
Heightened Def Con from 1.74147e-006 to 1.7426e-006
Heightened Def Con from 1.74264e-006 to 1.74264e-006
Heightened Def Con from 1.74264e-006 ++to 1.74264e-006
Heightened Def Con from 1.74264e-006 +to 1.74264e-006
Heightened Def Con from 1.74264e-006 to 1.74264e-006
Heightened Def Con from 1.74264e-006 to 1.74265e-006
Heightened Def Con from 1.74265e-006 to 1.74278e-006
Heightened Def Con from 1.74278e-006 to 1.74278e-006
Heightened Def Con from 1.74278e-006 to 1.74278e-006
Heightened Def Con from 1.74278e-006 +to 1.74278e-006
Heightened Def Con from 1.74278e-006 to 1.74291e-006
Heightened Def Con from 1.74291e-006 to 1.74303e-006
Heightened Def Con from 1.74303e-006 ++to 1.74303e-006
Heightened Def Con from 1.74303e-006 to 1.74503e-006
Heightened Def Con from 1.74506e-006 to 1.74506e-006
Heightened Def Con from 1.74506e-006 ++to 1.74506e-006
Heightened Def Con from 1.74506e-006 +to 1.74506e-006
Heightened Def Con from 1.74506e-006 +to 1.74519e-006
Heightened Def Con from 1.74519e-006 to 1.74519e-006
Heightened Def Con from 1.74519e-006 to 1.74519e-006
Heightened Def Con from 1.74519e-006 to 1.74519e-006
Heightened Def Con from 1.74519e-006 to 1.74531e-006
Heightened Def Con from 1.74531e-006 to 1.74544e-006
Heightened Def Con from 1.74544e-006 to 1.74544e-006
Heightened Def Con from 1.74544e-006 to 1.74544e-006
Heightened Def Con from 1.74544e-006 to 1.74556e-006
Heightened Def Con from 1.74557e-006 to 1.74557e-006
Heightened Def Con from 1.74557e-006 to 1.74657e-006
Heightened Def Con from 1.74657e-006 +to 1.74657e-006
Heightened Def Con from 1.74657e-006 to 1.74657e-006
Heightened Def Con from 1.74657e-006 to 1.74757e-006
Heightened Def Con from 1.74757e-006 to 1.74757e-006
Heightened Def Con from 1.74757e-006 to 1.74757e-006
Heightened Def Con from 1.74757e-006 to 1.74869e-006
Heightened Def Con from 1.749e-006 to 1.749e-006
Heightened Def Con from 1.749e-006 to 1.74913e-006
Heightened Def Con from 1.74913e-006 to 1.75025e-006
Heightened Def Con from 1.75026e-006 to 1.75026e-006
Heightened Def Con from 1.75026e-006 to 1.75038e-006
Heightened Def Con from 1.75038e-006 to 1.75038e-006
Heightened Def Con from 1.75038e-006 to 1.75038e-006
Heightened Def Con from 1.75038e-006 +to 1.75151e-006
Heightened Def Con from 1.75226e-006 to 1.75226e-006
Heightened Def Con from 1.75226e-006 to 1.75238e-006
Heightened Def Con from 1.75238e-006 to 1.75238e-006
Heightened Def Con from 1.75238e-006 to 1.75238e-006
Heightened Def Con from 1.75238e-006 to 1.75251e-006
Heightened Def Con from 1.75251e-006 +to 1.75251e-006
Heightened Def Con from 1.75251e-006 to 1.75251e-006
Heightened Def Con from 1.75251e-006 to 1.75363e-006
Heightened Def Con from 1.75364e-006 to 1.75366e-006
Heightened Def Con from 1.75366e-006 to 1.75566e-006
Heightened Def Con from 1.75766e-006 to 1.75766e-006
Heightened Def Con from 1.75766e-006 to 1.75966e-006
Heightened Def Con from 1.76166e-006 to 1.76166e-006
Heightened Def Con from 1.76166e-006 to 1.76166e-006
Heightened Def Con from 1.76166e-006 +to 1.76166e-006
Heightened Def Con from 1.76166e-006 to 1.76166e-006
Heightened Def Con from 1.76166e-006 ++to 1.76166e-006
Heightened Def Con from 1.76166e-006 to 1.76166e-006
Heightened Def Con from 1.76166e-006 to 1.76166e-006
Heightened Def Con from 1.76166e-006 to 1.76279e-006
Heightened Def Con from 1.76281e-006 to 1.76294e-006
Heightened Def Con from 1.76294e-006 to 1.76294e-006
Heightened Def Con from 1.76294e-006 +to 1.76294e-006
Heightened Def Con from 1.76294e-006 to 1.76294e-006
Heightened Def Con from 1.76294e-006 to 1.76294e-006
Heightened Def Con from 1.76294e-006 to 1.76294e-006
Heightened Def Con from 1.76294e-006 to 1.76394e-006
Heightened Def Con from 1.76394e-006 to 1.76394e-006
Heightened Def Con from 1.76394e-006 to 1.76406e-006
Heightened Def Con from 1.76406e-006 +to 1.76406e-006
Heightened Def Con from 1.76406e-006 to 1.76419e-006
Heightened Def Con from 1.76419e-006 to 1.76431e-006
Heightened Def Con from 1.76431e-006 to 1.76533e-006
Heightened Def Con from 1.76533e-006 to 1.76533e-006
Heightened Def Con from 1.76533e-006 +to 1.76535e-006
Heightened Def Con from 1.76535e-006 to 1.76535e-006
Heightened Def Con from 1.76535e-006 to 1.76535e-006
Heightened Def Con from 1.76535e-006 +to 1.76535e-006
Heightened Def Con from 1.76535e-006 to 1.76548e-006
Heightened Def Con from 1.76548e-006 to 1.7656e-006
Heightened Def Con from 1.7656e-006 to 1.76662e-006
Heightened Def Con from 1.76662e-006 to 1.76675e-006
Heightened Def Con from 1.76675e-006 to 1.76787e-006
Heightened Def Con from 1.76788e-006 to 1.76801e-006
Heightened Def Con from 1.76801e-006 to 1.76801e-006
Heightened Def Con from 1.76801e-006 to 1.76902e-006
Heightened Def Con from 1.76903e-006 to 1.76915e-006
Heightened Def Con from 1.76915e-006 to 1.76915e-006
Heightened Def Con from 1.76915e-006 to 1.76915e-006
Heightened Def Con from 1.76915e-006 to 1.77115e-006
Heightened Def Con from 1.77119e-006 to 1.77119e-006
Heightened Def Con from 1.77119e-006 ++to 1.77119e-006
Heightened Def Con from 1.77119e-006 to 1.77119e-006
Heightened Def Con from 1.77119e-006 to 1.77119e-006
Heightened Def Con from 1.77119e-006 to 1.77131e-006
Heightened Def Con from 1.77131e-006 to 1.77133e-006
Heightened Def Con from 1.77133e-006 to 1.77245e-006
Heightened Def Con from 1.77246e-006 to 1.77246e-006
Heightened Def Con from 1.77246e-006 +to 1.77246e-006
Heightened Def Con from 1.77246e-006 to 1.77246e-006
Heightened Def Con from 1.77246e-006 to 1.77446e-006
Heightened Def Con from 1.77646e-006 to 1.77646e-006
Heightened Def Con from 1.77646e-006 +to 1.77646e-006
Heightened Def Con from 1.77646e-006 to 1.77648e-006
Heightened Def Con from 1.77648e-006 to 1.7766e-006
Heightened Def Con from 1.7766e-006 to 1.7766e-006
Heightened Def Con from 1.7766e-006 to 1.77673e-006
Heightened Def Con from 1.77673e-006 to 1.77673e-006
Heightened Def Con from 1.77673e-006 to 1.77673e-006
Heightened Def Con from 1.77673e-006 to 1.77673e-006
Heightened Def Con from 1.77673e-006 to 1.77873e-006
Heightened Def Con from 1.77876e-006 to 1.77876e-006
Heightened Def Con from 1.77876e-006 to 1.77889e-006
Heightened Def Con from 1.77889e-006 to 1.77901e-006
Heightened Def Con from 1.77901e-006 to 1.77901e-006
Heightened Def Con from 1.77901e-006 to 1.77901e-006
Heightened Def Con from 1.77901e-006 +to 1.77901e-006
Heightened Def Con from 1.77901e-006 to 1.77901e-006
Heightened Def Con from 1.77901e-006 to 1.78003e-006
Heightened Def Con from 1.78003e-006 to 1.78003e-006
Heightened Def Con from 1.78003e-006 +to 1.78003e-006
Heightened Def Con from 1.78003e-006 to 1.78016e-006
Heightened Def Con from 1.78016e-006 to 1.78029e-006
Heightened Def Con from 1.78029e-006 to 1.78029e-006
Heightened Def Con from 1.78029e-006 ++++to 1.78029e-006
Heightened Def Con from 1.78029e-006 to 1.78029e-006
Heightened Def Con from 1.78029e-006 ++++to 1.78129e-006
Heightened Def Con from 1.78379e-006 to 1.78379e-006
Heightened Def Con from 1.78379e-006 to 1.78391e-006
Heightened Def Con from 1.78391e-006 to 1.78391e-006
Heightened Def Con from 1.78391e-006 to 1.78404e-006
Heightened Def Con from 1.78404e-006 to 1.78404e-006
Heightened Def Con from 1.78404e-006 to 1.78416e-006
Heightened Def Con from 1.78416e-006 to 1.78416e-006
Heightened Def Con from 1.78416e-006 to 1.78429e-006
Heightened Def Con from 1.78429e-006 to 1.78541e-006
Heightened Def Con from 1.78545e-006 to 1.78658e-006
Heightened Def Con from 1.78658e-006 +to 1.78658e-006
Heightened Def Con from 1.78658e-006 to 1.78658e-006
Heightened Def Con from 1.78658e-006 to 1.78658e-006
Heightened Def Con from 1.78658e-006 to 1.78658e-006
Heightened Def Con from 1.78658e-006 to 1.78771e-006
Heightened Def Con from 1.78772e-006 +to 1.78772e-006
Heightened Def Con from 1.78772e-006 to 1.78784e-006
Heightened Def Con from 1.78784e-006 to 1.78797e-006
Heightened Def Con from 1.78797e-006 to 1.78797e-006
Heightened Def Con from 1.78797e-006 to 1.7881e-006
Heightened Def Con from 1.7881e-006 to 1.7881e-006
Heightened Def Con from 1.7881e-006 to 1.7881e-006
Heightened Def Con from 1.7881e-006 to 1.7901e-006
Heightened Def Con from 1.79013e-006 to 1.79013e-006
Heightened Def Con from 1.79013e-006 to 1.79025e-006
Heightened Def Con from 1.79025e-006 to 1.79025e-006
Heightened Def Con from 1.79025e-006 to 1.79025e-006
Heightened Def Con from 1.79025e-006 to 1.79038e-006
Heightened Def Con from 1.79038e-006 to 1.79038e-006
Heightened Def Con from 1.79038e-006 +to 1.79038e-006
Heightened Def Con from 1.79038e-006 ++to 1.79038e-006
Heightened Def Con from 1.79038e-006 to 1.7905e-006
Heightened Def Con from 1.79051e-006 to 1.79152e-006
Heightened Def Con from 1.79155e-006 to 1.79155e-006
Heightened Def Con from 1.79155e-006 to 1.79155e-006
Heightened Def Con from 1.79155e-006 to 1.79168e-006
Heightened Def Con from 1.79168e-006 to 1.79168e-006
Heightened Def Con from 1.79168e-006 to 1.79168e-006
Heightened Def Con from 1.79168e-006 to 1.7918e-006
Heightened Def Con from 1.7918e-006 to 1.79193e-006
Heightened Def Con from 1.79193e-006 to 1.79193e-006
Heightened Def Con from 1.79193e-006 to 1.79205e-006
Heightened Def Con from 1.79205e-006 to 1.79218e-006
Heightened Def Con from 1.79218e-006 to 1.79231e-006
Heightened Def Con from 1.79231e-006 to 1.79231e-006
Heightened Def Con from 1.79231e-006 to 1.79243e-006
Heightened Def Con from 1.79243e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79256e-006
Heightened Def Con from 1.79256e-006 to 1.79268e-006
Heightened Def Con from 1.79268e-006 to 1.79268e-006
Heightened Def Con from 1.79268e-006 +to 1.79268e-006
Heightened Def Con from 1.79268e-006 to 1.79268e-006
Heightened Def Con from 1.79268e-006 to 1.79268e-006
Heightened Def Con from 1.79268e-006 to 1.79268e-006
Heightened Def Con from 1.79268e-006 to 1.79268e-006
Heightened Def Con from 1.79268e-006 to 1.79381e-006
Heightened Def Con from 1.79381e-006 to 1.79394e-006
Heightened Def Con from 1.79394e-006 to 1.79394e-006
Heightened Def Con from 1.79394e-006 to 1.79394e-006
Heightened Def Con from 1.79394e-006 to 1.79406e-006
Heightened Def Con from 1.79407e-006 to 1.79419e-006
Heightened Def Con from 1.79419e-006 to 1.79419e-006
Heightened Def Con from 1.79419e-006 +to 1.79419e-006
Heightened Def Con from 1.79419e-006 to 1.79432e-006
Heightened Def Con from 1.79432e-006 ++to 1.79432e-006
Heightened Def Con from 1.79432e-006 to 1.79444e-006
Heightened Def Con from 1.79444e-006 to 1.79457e-006
Heightened Def Con from 1.79457e-006 +to 1.79457e-006
Heightened Def Con from 1.79457e-006 to 1.79469e-006
Heightened Def Con from 1.79469e-006 to 1.79482e-006
Heightened Def Con from 1.79482e-006 to 1.79595e-006
Heightened Def Con from 1.79598e-006 +to 1.79598e-006
Heightened Def Con from 1.79598e-006 to 1.79611e-006
Heightened Def Con from 1.79611e-006 to 1.79624e-006
Heightened Def Con from 1.79624e-006 to 1.79636e-006
Heightened Def Con from 1.79636e-006 to 1.79636e-006
Heightened Def Con from 1.79636e-006 to 1.79636e-006
Heightened Def Con from 1.79636e-006 to 1.79736e-006
Heightened Def Con from 1.79736e-006 to 1.79838e-006
Heightened Def Con from 1.79839e-006 to 1.79939e-006
Heightened Def Con from 1.79939e-006 to 1.79939e-006
Heightened Def Con from 1.79939e-006 to 1.79939e-006
Heightened Def Con from 1.79939e-006 +to 1.79939e-006
Heightened Def Con from 1.79939e-006 to 1.79951e-006
Heightened Def Con from 1.79952e-006 to 1.79952e-006
Heightened Def Con from 1.79952e-006 ++to 1.79952e-006
Heightened Def Con from 1.79952e-006 to 1.79952e-006
Heightened Def Con from 1.79952e-006 to 1.79952e-006
Heightened Def Con from 1.79952e-006 to 1.79952e-006
Heightened Def Con from 1.79952e-006 to 1.79952e-006
Heightened Def Con from 1.79952e-006 to 1.79952e-006
Heightened Def Con from 1.79952e-006 to 1.79953e-006
Heightened Def Con from 1.79953e-006 to 1.80066e-006
Heightened Def Con from 1.80067e-006 to 1.80079e-006
Heightened Def Con from 1.80079e-006 to 1.80079e-006
Heightened Def Con from 1.80079e-006 to 1.80079e-006
Heightened Def Con from 1.80079e-006 to 1.80079e-006
Heightened Def Con from 1.80079e-006 to 1.80079e-006
Heightened Def Con from 1.8008e-006 to 1.80092e-006
Heightened Def Con from 1.80092e-006 +to 1.80092e-006
Heightened Def Con from 1.80092e-006 to 1.80105e-006
Heightened Def Con from 1.80105e-006 to 1.80105e-006
Heightened Def Con from 1.80105e-006 ++to 1.80117e-006
Heightened Def Con from 1.80117e-006 to 1.80117e-006
Heightened Def Con from 1.80117e-006 +to 1.80117e-006
Heightened Def Con from 1.80117e-006 to 1.8013e-006
Heightened Def Con from 1.8013e-006 to 1.80242e-006
Heightened Def Con from 1.80246e-006 +to 1.80247e-006
Heightened Def Con from 1.80247e-006 to 1.80247e-006
Heightened Def Con from 1.80247e-006 to 1.80359e-006
Heightened Def Con from 1.8036e-006 to 1.8036e-006
Heightened Def Con from 1.8036e-006 to 1.8036e-006
Heightened Def Con from 1.8036e-006 to 1.80373e-006
Heightened Def Con from 1.80373e-006 to 1.80373e-006
Heightened Def Con from 1.80373e-006 to 1.80373e-006
Heightened Def Con from 1.80373e-006 to 1.80385e-006
Heightened Def Con from 1.80385e-006 to 1.80385e-006
Heightened Def Con from 1.80385e-006 to 1.80398e-006
Heightened Def Con from 1.80398e-006 to 1.80511e-006
Heightened Def Con from 1.80512e-006 +to 1.80512e-006
Heightened Def Con from 1.80512e-006 to 1.80524e-006
Heightened Def Con from 1.80524e-006 to 1.80537e-006
Heightened Def Con from 1.80537e-006 to 1.80537e-006
Heightened Def Con from 1.80537e-006 to 1.80649e-006
Heightened Def Con from 1.80653e-006 to 1.80753e-006
Heightened Def Con from 1.80753e-006 to 1.80753e-006
Heightened Def Con from 1.80753e-006 to 1.80866e-006
Heightened Def Con from 1.8087e-006 to 1.80882e-006
Heightened Def Con from 1.80882e-006 to 1.80995e-006
Heightened Def Con from 1.80995e-006 to 1.81008e-006
Heightened Def Con from 1.81008e-006 ++to 1.81008e-006
Heightened Def Con from 1.81008e-006 to 1.8102e-006
Heightened Def Con from 1.8102e-006 to 1.81033e-006
Heightened Def Con from 1.81033e-006 to 1.81033e-006
Heightened Def Con from 1.81033e-006 to 1.81045e-006
Heightened Def Con from 1.81046e-006 to 1.81046e-006
Heightened Def Con from 1.81046e-006 to 1.81046e-006
Heightened Def Con from 1.81046e-006 to 1.81058e-006
Heightened Def Con from 1.81058e-006 to 1.81058e-006
Heightened Def Con from 1.81058e-006 to 1.81071e-006
Heightened Def Con from 1.81071e-006 to 1.81083e-006
Heightened Def Con from 1.81083e-006 to 1.81196e-006
Heightened Def Con from 1.81308e-006 to 1.81308e-006
Heightened Def Con from 1.81308e-006 to 1.81421e-006
Heightened Def Con from 1.81425e-006 to 1.81437e-006
Heightened Def Con from 1.81437e-006 to 1.81439e-006
Heightened Def Con from 1.81439e-006 to 1.81439e-006
Heightened Def Con from 1.81439e-006 to 1.81452e-006
Heightened Def Con from 1.81452e-006 to 1.81452e-006
Heightened Def Con from 1.81452e-006 to 1.81452e-006
Heightened Def Con from 1.81452e-006 to 1.81464e-006
Heightened Def Con from 1.81464e-006 to 1.81477e-006
Heightened Def Con from 1.81477e-006 to 1.81477e-006
Heightened Def Con from 1.81477e-006 to 1.81477e-006
Heightened Def Con from 1.81477e-006 to 1.81589e-006
Heightened Def Con from 1.81593e-006 to 1.81606e-006
Heightened Def Con from 1.81606e-006 to 1.81606e-006
Heightened Def Con from 1.81606e-006 to 1.81618e-006
Heightened Def Con from 1.81618e-006 to 1.81618e-006
Heightened Def Con from 1.81618e-006 to 1.81631e-006
Heightened Def Con from 1.81631e-006 to 1.81643e-006
Heightened Def Con from 1.81643e-006 to 1.81843e-006
Heightened Def Con from 1.81847e-006 to 1.81859e-006
Heightened Def Con from 1.81859e-006 to 1.81859e-006
Heightened Def Con from 1.81859e-006 to 1.81859e-006
Heightened Def Con from 1.81859e-006 to 1.81859e-006
Heightened Def Con from 1.81859e-006 to 1.81972e-006
Heightened Def Con from 1.81976e-006 to 1.81988e-006
Heightened Def Con from 1.81988e-006 to 1.82001e-006
Heightened Def Con from 1.82001e-006 to 1.82001e-006
Heightened Def Con from 1.82001e-006 to 1.82001e-006
Heightened Def Con from 1.82001e-006 to 1.82001e-006
Heightened Def Con from 1.82001e-006 to 1.82201e-006
Heightened Def Con from 1.82205e-006 to 1.82217e-006
Heightened Def Con from 1.82217e-006 to 1.82217e-006
Heightened Def Con from 1.82217e-006 to 1.8223e-006
Heightened Def Con from 1.8223e-006 to 1.82342e-006
Heightened Def Con from 1.82344e-006 to 1.82356e-006
Heightened Def Con from 1.82356e-006 to 1.82369e-006
Heightened Def Con from 1.82369e-006 to 1.82381e-006
Heightened Def Con from 1.82381e-006 to 1.82381e-006
Heightened Def Con from 1.82381e-006 to 1.82494e-006
Heightened Def Con from 1.82495e-006 to 1.82495e-006
Heightened Def Con from 1.82495e-006 to 1.82495e-006
Heightened Def Con from 1.82495e-006 to 1.82508e-006
Heightened Def Con from 1.82508e-006 to 1.82508e-006
Heightened Def Con from 1.82508e-006 +to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.8262e-006
Heightened Def Con from 1.8262e-006 +to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.8262e-006
Heightened Def Con from 1.8262e-006 to 1.82722e-006
Heightened Def Con from 1.82722e-006 to 1.82735e-006
Heightened Def Con from 1.82735e-006 to 1.82847e-006
Heightened Def Con from 1.82851e-006 to 1.82964e-006
Heightened Def Con from 1.82965e-006 to 1.82977e-006
Heightened Def Con from 1.82978e-006 to 1.8299e-006
Heightened Def Con from 1.8299e-006 to 1.8299e-006
Heightened Def Con from 1.8299e-006 to 1.83003e-006
Heightened Def Con from 1.83003e-006 to 1.83003e-006
Heightened Def Con from 1.83003e-006 to 1.83003e-006
Heightened Def Con from 1.83003e-006 to 1.83003e-006
Heightened Def Con from 1.83003e-006 to 1.83015e-006
Heightened Def Con from 1.83015e-006 to 1.83028e-006
Heightened Def Con from 1.83028e-006 to 1.83028e-006
Heightened Def Con from 1.83028e-006 to 1.8304e-006
Heightened Def Con from 1.8304e-006 to 1.83053e-006
Heightened Def Con from 1.83053e-006 to 1.83053e-006
Heightened Def Con from 1.83053e-006 to 1.83053e-006
Heightened Def Con from 1.83053e-006 to 1.83066e-006
Heightened Def Con from 1.83066e-006 to 1.83066e-006
Heightened Def Con from 1.83066e-006 to 1.83066e-006
Heightened Def Con from 1.83066e-006 to 1.83067e-006
Heightened Def Con from 1.83067e-006 to 1.83067e-006
Heightened Def Con from 1.83067e-006 to 1.8308e-006
Heightened Def Con from 1.8308e-006 to 1.83092e-006
Heightened Def Con from 1.83092e-006 to 1.83105e-006
Heightened Def Con from 1.83105e-006 +to 1.83117e-006
Heightened Def Con from 1.83117e-006 to 1.83117e-006
Heightened Def Con from 1.83117e-006 ++to 1.83117e-006
Heightened Def Con from 1.83117e-006 to 1.8313e-006
Heightened Def Con from 1.8313e-006 to 1.83143e-006
Heightened Def Con from 1.83143e-006 to 1.83143e-006
Heightened Def Con from 1.83143e-006 to 1.83155e-006
Heightened Def Con from 1.83155e-006 to 1.83168e-006
Heightened Def Con from 1.83168e-006 to 1.83168e-006
Heightened Def Con from 1.83168e-006 to 1.83168e-006
Heightened Def Con from 1.83168e-006 to 1.8318e-006
Heightened Def Con from 1.8318e-006 to 1.8318e-006
Heightened Def Con from 1.83181e-006 to 1.83181e-006
Heightened Def Con from 1.83181e-006 to 1.83193e-006
Heightened Def Con from 1.83193e-006 to 1.83193e-006
Heightened Def Con from 1.83193e-006 to 1.83193e-006
Heightened Def Con from 1.83193e-006 to 1.83206e-006
Heightened Def Con from 1.83206e-006 to 1.83218e-006
Heightened Def Con from 1.83218e-006 to 1.83231e-006
Heightened Def Con from 1.83231e-006 to 1.83431e-006
Heightened Def Con from 1.83435e-006 to 1.83635e-006
Heightened Def Con from 1.83835e-006 to 1.83835e-006
Heightened Def Con from 1.83835e-006 to 1.83835e-006
Heightened Def Con from 1.83835e-006 to 1.83847e-006
Heightened Def Con from 1.83847e-006 to 1.83847e-006
Heightened Def Con from 1.83847e-006 to 1.83847e-006
Heightened Def Con from 1.83847e-006 to 1.83847e-006
Heightened Def Con from 1.83847e-006 to 1.8386e-006
Heightened Def Con from 1.8386e-006 to 1.83873e-006
Heightened Def Con from 1.83873e-006 to 1.83873e-006
Heightened Def Con from 1.83873e-006 to 1.83885e-006
Heightened Def Con from 1.83885e-006 to 1.83985e-006
Heightened Def Con from 1.83985e-006 to 1.83985e-006
Heightened Def Con from 1.83985e-006 to 1.83985e-006
Heightened Def Con from 1.83985e-006 to 1.83998e-006
Heightened Def Con from 1.83998e-006 to 1.83998e-006
Heightened Def Con from 1.83998e-006 to 1.83998e-006
Heightened Def Con from 1.83998e-006 to 1.8401e-006
Heightened Def Con from 1.8401e-006 to 1.84023e-006
Heightened Def Con from 1.84023e-006 to 1.84223e-006
Heightened Def Con from 1.84226e-006 to 1.84226e-006
Heightened Def Con from 1.84226e-006 to 1.84239e-006
Heightened Def Con from 1.84239e-006 to 1.84239e-006
Heightened Def Con from 1.84239e-006 to 1.84251e-006
Heightened Def Con from 1.84251e-006 to 1.84451e-006
Heightened Def Con from 1.84455e-006 to 1.84455e-006
Heightened Def Con from 1.84455e-006 to 1.84455e-006
Heightened Def Con from 1.84455e-006 to 1.84568e-006
Heightened Def Con from 1.84572e-006 to 1.84572e-006
Heightened Def Con from 1.84572e-006 to 1.84584e-006
Heightened Def Con from 1.84584e-006 to 1.84597e-006
Heightened Def Con from 1.84597e-006 to 1.84609e-006
