Circuit: * \\psf\Home\Documents\Lettuce Buddy HW\HealthyEC\LTSpice\miniec_WienBridge_Parallel.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 1.74093e-006 +to 1.74093e-006
Heightened Def Con from 1.74093e-006 to 1.74105e-006
Heightened Def Con from 1.74105e-006 to 1.74207e-006
Heightened Def Con from 1.74207e-006 to 1.74207e-006
Heightened Def Con from 1.74207e-006 to 1.74309e-006
Heightened Def Con from 1.74309e-006 ++to 1.74309e-006
Heightened Def Con from 1.74309e-006 to 1.74322e-006
Heightened Def Con from 1.74322e-006 to 1.74522e-006
Heightened Def Con from 1.74522e-006 +to 1.74622e-006
Heightened Def Con from 1.74622e-006 to 1.74634e-006
Heightened Def Con from 1.74634e-006 +to 1.74647e-006
Heightened Def Con from 1.74647e-006 to 1.7476e-006
Heightened Def Con from 1.7476e-006 to 1.7476e-006
Heightened Def Con from 1.7476e-006 to 1.7476e-006
Heightened Def Con from 1.7476e-006 to 1.7476e-006
Heightened Def Con from 1.7476e-006 to 1.74872e-006
Heightened Def Con from 1.74873e-006 +to 1.74885e-006
Heightened Def Con from 1.74885e-006 to 1.74998e-006
Heightened Def Con from 1.75023e-006 +to 1.75023e-006
Heightened Def Con from 1.75023e-006 to 1.75036e-006
Heightened Def Con from 1.75036e-006 to 1.75048e-006
Heightened Def Con from 1.75048e-006 +to 1.75048e-006
Heightened Def Con from 1.75048e-006 to 1.75061e-006
Heightened Def Con from 1.75061e-006 +to 1.75061e-006
Heightened Def Con from 1.75061e-006 to 1.75073e-006
Heightened Def Con from 1.75073e-006 to 1.75073e-006
Heightened Def Con from 1.75073e-006 to 1.75186e-006
Heightened Def Con from 1.7519e-006 to 1.7519e-006
Heightened Def Con from 1.7519e-006 to 1.7519e-006
Heightened Def Con from 1.7519e-006 to 1.7519e-006
Heightened Def Con from 1.7519e-006 to 1.7519e-006
Heightened Def Con from 1.7519e-006 to 1.75202e-006
Heightened Def Con from 1.75202e-006 to 1.75202e-006
Heightened Def Con from 1.75202e-006 to 1.75202e-006
Heightened Def Con from 1.75202e-006 to 1.75202e-006
Heightened Def Con from 1.75202e-006 to 1.75315e-006
Heightened Def Con from 1.75319e-006 +++to 1.75319e-006
Heightened Def Con from 1.75319e-006 to 1.75332e-006
Heightened Def Con from 1.75332e-006 +to 1.75332e-006
Heightened Def Con from 1.75332e-006 to 1.75344e-006
Heightened Def Con from 1.75344e-006 +to 1.75357e-006
Heightened Def Con from 1.75368e-006 to 1.7548e-006
Heightened Def Con from 1.75571e-006 to 1.75572e-006
Heightened Def Con from 1.75572e-006 to 1.75572e-006
Heightened Def Con from 1.75572e-006 to 1.75572e-006
Heightened Def Con from 1.75572e-006 to 1.75572e-006
Heightened Def Con from 1.75572e-006 +to 1.75585e-006
Heightened Def Con from 1.75585e-006 to 1.75697e-006
Heightened Def Con from 1.75698e-006 +to 1.75698e-006
Heightened Def Con from 1.75698e-006 +to 1.75699e-006
Heightened Def Con from 1.75699e-006 to 1.75711e-006
Heightened Def Con from 1.75711e-006 to 1.75711e-006
Heightened Def Con from 1.75711e-006 +++to 1.75711e-006
Heightened Def Con from 1.75711e-006 to 1.75711e-006
Heightened Def Con from 1.75711e-006 to 1.75811e-006
Heightened Def Con from 1.75811e-006 to 1.75811e-006
Heightened Def Con from 1.75811e-006 to 1.75811e-006
Heightened Def Con from 1.75811e-006 to 1.75824e-006
Heightened Def Con from 1.75824e-006 to 1.75825e-006
Heightened Def Con from 1.75825e-006 to 1.75825e-006
Heightened Def Con from 1.75825e-006 +to 1.75838e-006
Heightened Def Con from 1.75863e-006 to 1.75863e-006
Heightened Def Con from 1.75863e-006 +to 1.75863e-006
Heightened Def Con from 1.75863e-006 to 1.75875e-006
Heightened Def Con from 1.75875e-006 to 1.75875e-006
Heightened Def Con from 1.75875e-006 +to 1.75875e-006
Heightened Def Con from 1.75875e-006 to 1.75875e-006
Heightened Def Con from 1.75875e-006 to 1.75875e-006
Heightened Def Con from 1.75875e-006 to 1.75977e-006
Heightened Def Con from 1.75978e-006 ++to 1.75978e-006
Heightened Def Con from 1.75978e-006 to 1.75991e-006
Heightened Def Con from 1.75991e-006 ++to 1.75991e-006
Heightened Def Con from 1.75991e-006 to 1.76003e-006
Heightened Def Con from 1.76003e-006 to 1.76003e-006
Heightened Def Con from 1.76003e-006 +to 1.76003e-006
Heightened Def Con from 1.76003e-006 to 1.76003e-006
Heightened Def Con from 1.76003e-006 to 1.76003e-006
Heightened Def Con from 1.76003e-006 to 1.76116e-006
Heightened Def Con from 1.76228e-006 to 1.76228e-006
Heightened Def Con from 1.76228e-006 to 1.76428e-006
Heightened Def Con from 1.7645e-006 to 1.76552e-006
Heightened Def Con from 1.76552e-006 to 1.76654e-006
Heightened Def Con from 1.76654e-006 to 1.76667e-006
Heightened Def Con from 1.76667e-006 +to 1.76667e-006
Heightened Def Con from 1.76667e-006 to 1.76867e-006
Heightened Def Con from 1.77782e-006 to 1.77794e-006
Heightened Def Con from 1.77794e-006 to 1.77794e-006
Heightened Def Con from 1.77794e-006 to 1.77794e-006
Heightened Def Con from 1.77794e-006 ++to 1.77794e-006
Heightened Def Con from 1.77794e-006 to 1.77794e-006
Heightened Def Con from 1.77794e-006 to 1.77907e-006
Heightened Def Con from 1.77907e-006 to 1.77907e-006
Heightened Def Con from 1.77907e-006 to 1.77907e-006
Heightened Def Con from 1.77907e-006 +to 1.7792e-006
Heightened Def Con from 1.78001e-006 to 1.78001e-006
Heightened Def Con from 1.78001e-006 to 1.78013e-006
Heightened Def Con from 1.78013e-006 to 1.78026e-006
Heightened Def Con from 1.78026e-006 +to 1.78026e-006
Heightened Def Con from 1.78026e-006 to 1.78026e-006
Heightened Def Con from 1.78026e-006 to 1.78026e-006
Heightened Def Con from 1.78026e-006 to 1.78026e-006
Heightened Def Con from 1.78026e-006 to 1.78038e-006
Heightened Def Con from 1.78038e-006 to 1.78151e-006
Heightened Def Con from 1.78226e-006 to 1.78226e-006
Heightened Def Con from 1.78226e-006 to 1.78226e-006
Heightened Def Con from 1.78226e-006 to 1.78226e-006
Heightened Def Con from 1.78226e-006 to 1.78338e-006
Heightened Def Con from 1.78339e-006 to 1.78451e-006
Heightened Def Con from 1.78483e-006 to 1.78483e-006
Heightened Def Con from 1.78483e-006 to 1.78483e-006
Heightened Def Con from 1.78483e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78595e-006
Heightened Def Con from 1.78595e-006 +to 1.78608e-006
Heightened Def Con from 1.78608e-006 to 1.78708e-006
Heightened Def Con from 1.78708e-006 to 1.7872e-006
Heightened Def Con from 1.7872e-006 ++to 1.7872e-006
Heightened Def Con from 1.7872e-006 ++to 1.7872e-006
Heightened Def Con from 1.7872e-006 to 1.7882e-006
Heightened Def Con from 1.7882e-006 to 1.7882e-006
Heightened Def Con from 1.7882e-006 to 1.7892e-006
Heightened Def Con from 1.7892e-006 to 1.79033e-006
Heightened Def Con from 1.79033e-006 to 1.79033e-006
Heightened Def Con from 1.79033e-006 to 1.79033e-006
Heightened Def Con from 1.79033e-006 to 1.79033e-006
Heightened Def Con from 1.79033e-006 to 1.79046e-006
Heightened Def Con from 1.79046e-006 to 1.79046e-006
Heightened Def Con from 1.79046e-006 to 1.79058e-006
Heightened Def Con from 1.79058e-006 to 1.79058e-006
Heightened Def Con from 1.79058e-006 to 1.79071e-006
Heightened Def Con from 1.79071e-006 to 1.79084e-006
Heightened Def Con from 1.79084e-006 to 1.79096e-006
Heightened Def Con from 1.79096e-006 to 1.79096e-006
Heightened Def Con from 1.79096e-006 to 1.79096e-006
Heightened Def Con from 1.79096e-006 to 1.79098e-006
Heightened Def Con from 1.79098e-006 to 1.79298e-006
Heightened Def Con from 1.79527e-006 to 1.79539e-006
Heightened Def Con from 1.79539e-006 to 1.79641e-006
Heightened Def Con from 1.79642e-006 to 1.79642e-006
Heightened Def Con from 1.79642e-006 to 1.79642e-006
Heightened Def Con from 1.79642e-006 to 1.79655e-006
Heightened Def Con from 1.79655e-006 to 1.79656e-006
Heightened Def Con from 1.79656e-006 to 1.79669e-006
Heightened Def Con from 1.79669e-006 to 1.79681e-006
Heightened Def Con from 1.79681e-006 to 1.79681e-006
Heightened Def Con from 1.79681e-006 to 1.79683e-006
Heightened Def Con from 1.79683e-006 +to 1.79683e-006
Heightened Def Con from 1.79683e-006 to 1.79683e-006
Heightened Def Con from 1.79683e-006 to 1.79796e-006
Heightened Def Con from 1.79796e-006 to 1.79796e-006
Heightened Def Con from 1.79796e-006 to 1.79796e-006
Heightened Def Con from 1.79796e-006 to 1.79808e-006
Heightened Def Con from 1.79809e-006 to 1.79809e-006
Heightened Def Con from 1.79809e-006 to 1.79809e-006
Heightened Def Con from 1.79809e-006 to 1.79821e-006
Heightened Def Con from 1.79821e-006 to 1.79834e-006
Heightened Def Con from 1.79834e-006 to 1.79834e-006
Heightened Def Con from 1.79834e-006 +to 1.79834e-006
Heightened Def Con from 1.79834e-006 to 1.79846e-006
Heightened Def Con from 1.79846e-006 to 1.79846e-006
Heightened Def Con from 1.79846e-006 to 1.79959e-006
Heightened Def Con from 1.79963e-006 to 1.79975e-006
Heightened Def Con from 1.79975e-006 +to 1.79975e-006
Heightened Def Con from 1.79975e-006 to 1.79975e-006
Heightened Def Con from 1.79975e-006 to 1.80088e-006
Heightened Def Con from 1.80092e-006 +to 1.80092e-006
Heightened Def Con from 1.80092e-006 to 1.80104e-006
Heightened Def Con from 1.80104e-006 to 1.80104e-006
Heightened Def Con from 1.80104e-006 to 1.80104e-006
Heightened Def Con from 1.80104e-006 to 1.80104e-006
Heightened Def Con from 1.80104e-006 to 1.80204e-006
Heightened Def Con from 1.80204e-006 to 1.80204e-006
Heightened Def Con from 1.80204e-006 to 1.80217e-006
Heightened Def Con from 1.80217e-006 to 1.8023e-006
Heightened Def Con from 1.8023e-006 to 1.8023e-006
Heightened Def Con from 1.8023e-006 ++to 1.8023e-006
Heightened Def Con from 1.8023e-006 to 1.80242e-006
Heightened Def Con from 1.80242e-006 to 1.80255e-006
Heightened Def Con from 1.80255e-006 to 1.80367e-006
Heightened Def Con from 1.80368e-006 to 1.80368e-006
Heightened Def Con from 1.80368e-006 +to 1.8038e-006
Heightened Def Con from 1.80383e-006 to 1.80383e-006
Heightened Def Con from 1.80383e-006 to 1.80383e-006
Heightened Def Con from 1.80383e-006 to 1.80383e-006
Heightened Def Con from 1.80383e-006 +to 1.80383e-006
Heightened Def Con from 1.80383e-006 to 1.80396e-006
Heightened Def Con from 1.80396e-006 to 1.80408e-006
Heightened Def Con from 1.80408e-006 to 1.80408e-006
Heightened Def Con from 1.80408e-006 to 1.80421e-006
Heightened Def Con from 1.80421e-006 to 1.80434e-006
Heightened Def Con from 1.80434e-006 +to 1.80434e-006
Heightened Def Con from 1.80434e-006 to 1.80446e-006
Heightened Def Con from 1.80446e-006 to 1.80459e-006
Heightened Def Con from 1.80459e-006 to 1.8056e-006
Heightened Def Con from 1.8056e-006 to 1.8056e-006
Heightened Def Con from 1.8056e-006 to 1.8056e-006
Heightened Def Con from 1.8056e-006 to 1.80573e-006
Heightened Def Con from 1.80573e-006 to 1.80573e-006
Heightened Def Con from 1.80573e-006 to 1.80573e-006
Heightened Def Con from 1.80573e-006 to 1.80685e-006
Heightened Def Con from 1.80687e-006 to 1.80687e-006
Heightened Def Con from 1.80687e-006 to 1.80687e-006
Heightened Def Con from 1.80687e-006 to 1.80687e-006
Heightened Def Con from 1.80687e-006 to 1.80699e-006
Heightened Def Con from 1.80699e-006 to 1.80712e-006
Heightened Def Con from 1.80712e-006 to 1.80712e-006
Heightened Def Con from 1.80712e-006 to 1.80724e-006
Heightened Def Con from 1.80724e-006 to 1.80724e-006
Heightened Def Con from 1.80724e-006 to 1.80737e-006
Heightened Def Con from 1.80737e-006 to 1.80737e-006
Heightened Def Con from 1.80737e-006 to 1.80737e-006
Heightened Def Con from 1.80737e-006 to 1.80737e-006
Heightened Def Con from 1.80737e-006 ++to 1.80737e-006
Heightened Def Con from 1.80737e-006 to 1.80749e-006
Heightened Def Con from 1.8075e-006 to 1.80862e-006
Heightened Def Con from 1.80862e-006 to 1.80862e-006
Heightened Def Con from 1.80862e-006 to 1.80862e-006
Heightened Def Con from 1.80862e-006 to 1.80862e-006
Heightened Def Con from 1.80862e-006 to 1.80875e-006
Heightened Def Con from 1.80875e-006 to 1.81075e-006
Heightened Def Con from 1.81075e-006 to 1.81075e-006
Heightened Def Con from 1.81075e-006 to 1.81077e-006
Heightened Def Con from 1.81077e-006 to 1.81077e-006
Heightened Def Con from 1.81077e-006 to 1.81077e-006
Heightened Def Con from 1.81077e-006 to 1.8119e-006
Heightened Def Con from 1.8119e-006 to 1.81202e-006
Heightened Def Con from 1.81203e-006 to 1.81203e-006
Heightened Def Con from 1.81203e-006 to 1.81315e-006
Heightened Def Con from 1.81346e-006 to 1.81359e-006
Heightened Def Con from 1.81359e-006 to 1.81372e-006
Heightened Def Con from 1.81372e-006 to 1.81372e-006
Heightened Def Con from 1.81372e-006 to 1.81384e-006
Heightened Def Con from 1.81384e-006 to 1.81484e-006
Heightened Def Con from 1.81484e-006 to 1.81584e-006
Heightened Def Con from 1.81584e-006 to 1.81584e-006
Heightened Def Con from 1.81584e-006 to 1.81597e-006
Heightened Def Con from 1.81597e-006 to 1.81709e-006
Heightened Def Con from 1.8171e-006 to 1.8171e-006
Heightened Def Con from 1.8171e-006 to 1.8171e-006
Heightened Def Con from 1.8171e-006 to 1.81722e-006
Heightened Def Con from 1.81722e-006 to 1.81735e-006
Heightened Def Con from 1.81735e-006 to 1.81735e-006
Heightened Def Con from 1.81735e-006 to 1.81735e-006
Heightened Def Con from 1.81735e-006 to 1.81735e-006
Heightened Def Con from 1.81735e-006 to 1.81747e-006
Heightened Def Con from 1.81747e-006 to 1.81947e-006
Heightened Def Con from 1.81951e-006 to 1.81951e-006
Heightened Def Con from 1.81951e-006 to 1.81951e-006
Heightened Def Con from 1.81951e-006 ++to 1.81951e-006
Heightened Def Con from 1.81951e-006 to 1.81963e-006
Heightened Def Con from 1.81963e-006 +to 1.82063e-006
Heightened Def Con from 1.82063e-006 to 1.82076e-006
Heightened Def Con from 1.82076e-006 to 1.82088e-006
Heightened Def Con from 1.82088e-006 to 1.82101e-006
Heightened Def Con from 1.82101e-006 to 1.82101e-006
Heightened Def Con from 1.82101e-006 to 1.82113e-006
Heightened Def Con from 1.82113e-006 to 1.82126e-006
Heightened Def Con from 1.82126e-006 to 1.82126e-006
Heightened Def Con from 1.82126e-006 to 1.82139e-006
Heightened Def Con from 1.82139e-006 to 1.82151e-006
Heightened Def Con from 1.82151e-006 ++++to 1.82164e-006
Heightened Def Con from 1.82189e-006 to 1.82201e-006
Heightened Def Con from 1.82201e-006 to 1.82214e-006
Heightened Def Con from 1.82214e-006 to 1.82226e-006
Heightened Def Con from 1.82226e-006 to 1.82226e-006
Heightened Def Con from 1.82226e-006 to 1.82226e-006
Heightened Def Con from 1.82226e-006 to 1.82226e-006
Heightened Def Con from 1.82226e-006 to 1.82239e-006
Heightened Def Con from 1.82239e-006 to 1.82239e-006
Heightened Def Con from 1.82239e-006 +to 1.82339e-006
Heightened Def Con from 1.82339e-006 to 1.82352e-006
Heightened Def Con from 1.82352e-006 to 1.82464e-006
Heightened Def Con from 1.82468e-006 to 1.82468e-006
Heightened Def Con from 1.82468e-006 to 1.82468e-006
Heightened Def Con from 1.82468e-006 to 1.82581e-006
Heightened Def Con from 1.82585e-006 to 1.82597e-006
Heightened Def Con from 1.82597e-006 +to 1.82597e-006
Heightened Def Con from 1.82597e-006 to 1.82797e-006
Heightened Def Con from 1.82966e-006 to 1.82966e-006
Heightened Def Con from 1.82966e-006 +to 1.82966e-006
Heightened Def Con from 1.82966e-006 to 1.82966e-006
Heightened Def Con from 1.82966e-006 +++to 1.82966e-006
Heightened Def Con from 1.82966e-006 to 1.82978e-006
Heightened Def Con from 1.82979e-006 to 1.82979e-006
Heightened Def Con from 1.82979e-006 to 1.82979e-006
Heightened Def Con from 1.82979e-006 to 1.82991e-006
Heightened Def Con from 1.82991e-006 to 1.83004e-006
Heightened Def Con from 1.83004e-006 to 1.83016e-006
Heightened Def Con from 1.83016e-006 to 1.83016e-006
Heightened Def Con from 1.83016e-006 to 1.83116e-006
Heightened Def Con from 1.83116e-006 to 1.83116e-006
Heightened Def Con from 1.83116e-006 to 1.83116e-006
Heightened Def Con from 1.83116e-006 to 1.83129e-006
Heightened Def Con from 1.83129e-006 to 1.83241e-006
Heightened Def Con from 1.83245e-006 to 1.83258e-006
Heightened Def Con from 1.83258e-006 to 1.8337e-006
Heightened Def Con from 1.83374e-006 to 1.83387e-006
Heightened Def Con from 1.83387e-006 to 1.83399e-006
Heightened Def Con from 1.83399e-006 to 1.83399e-006
Heightened Def Con from 1.83399e-006 to 1.83399e-006
Heightened Def Con from 1.83399e-006 to 1.834e-006
Heightened Def Con from 1.834e-006 to 1.836e-006
Heightened Def Con from 1.83603e-006 to 1.83603e-006
Heightened Def Con from 1.83603e-006 to 1.83603e-006
Heightened Def Con from 1.83603e-006 to 1.83615e-006
Heightened Def Con from 1.83615e-006 to 1.83615e-006
Heightened Def Con from 1.83615e-006 to 1.83615e-006
Heightened Def Con from 1.83615e-006 to 1.83628e-006
Heightened Def Con from 1.83628e-006 to 1.8364e-006
Heightened Def Con from 1.8364e-006 to 1.8364e-006
Heightened Def Con from 1.8364e-006 to 1.83653e-006
Heightened Def Con from 1.83653e-006 to 1.83653e-006
Heightened Def Con from 1.83653e-006 to 1.83653e-006
Heightened Def Con from 1.83653e-006 to 1.83666e-006
Heightened Def Con from 1.83666e-006 to 1.83678e-006
Heightened Def Con from 1.83678e-006 to 1.83678e-006
Heightened Def Con from 1.83678e-006 to 1.83678e-006
Heightened Def Con from 1.83678e-006 to 1.83691e-006
Heightened Def Con from 1.83691e-006 to 1.83691e-006
Heightened Def Con from 1.83691e-006 to 1.83691e-006
Heightened Def Con from 1.83691e-006 to 1.83703e-006
Heightened Def Con from 1.83703e-006 to 1.83703e-006
Heightened Def Con from 1.83703e-006 to 1.83716e-006
Heightened Def Con from 1.83716e-006 to 1.83728e-006
Heightened Def Con from 1.83728e-006 to 1.83728e-006
Heightened Def Con from 1.83728e-006 to 1.83741e-006
Heightened Def Con from 1.83741e-006 to 1.83754e-006
Heightened Def Con from 1.83754e-006 to 1.83754e-006
Heightened Def Con from 1.83754e-006 +to 1.83754e-006
Heightened Def Con from 1.83754e-006 to 1.83754e-006
Heightened Def Con from 1.83754e-006 to 1.83766e-006
Heightened Def Con from 1.83766e-006 to 1.83766e-006
Heightened Def Con from 1.83766e-006 to 1.83779e-006
Heightened Def Con from 1.83779e-006 to 1.83791e-006
Heightened Def Con from 1.83791e-006 +to 1.83904e-006
Heightened Def Con from 1.83908e-006 to 1.8402e-006
Heightened Def Con from 1.84095e-006 to 1.84108e-006
Heightened Def Con from 1.84108e-006 to 1.84121e-006
Heightened Def Con from 1.84121e-006 to 1.84121e-006
Heightened Def Con from 1.84121e-006 to 1.84121e-006
Heightened Def Con from 1.84121e-006 +to 1.84121e-006
Heightened Def Con from 1.84121e-006 to 1.84121e-006
Heightened Def Con from 1.84121e-006 to 1.84133e-006
Heightened Def Con from 1.84133e-006 to 1.84146e-006
Heightened Def Con from 1.84146e-006 to 1.84158e-006
Heightened Def Con from 1.84158e-006 to 1.84271e-006
Heightened Def Con from 1.84275e-006 to 1.84275e-006
Heightened Def Con from 1.84275e-006 to 1.84475e-006
Heightened Def Con from 1.84484e-006 to 1.84484e-006
Heightened Def Con from 1.84484e-006 to 1.84484e-006
Heightened Def Con from 1.84484e-006 to 1.84584e-006
Heightened Def Con from 1.84584e-006 to 1.84684e-006
Heightened Def Con from 1.84684e-006 to 1.84684e-006
Heightened Def Con from 1.84684e-006 to 1.84684e-006
Heightened Def Con from 1.84684e-006 to 1.84684e-006
Heightened Def Con from 1.84685e-006 to 1.84685e-006
Heightened Def Con from 1.84685e-006 to 1.84685e-006
Heightened Def Con from 1.84685e-006 to 1.84685e-006
Heightened Def Con from 1.84685e-006 to 1.84885e-006
Heightened Def Con from 1.84888e-006 to 1.84888e-006
Heightened Def Con from 1.84888e-006 to 1.849e-006
Heightened Def Con from 1.849e-006 to 1.851e-006
Heightened Def Con from 1.85301e-006 to 1.85501e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 to 1.85576e-006
Heightened Def Con from 1.85576e-006 +to 1.85589e-006
Heightened Def Con from 1.85629e-006 to 1.85641e-006
Heightened Def Con from 1.85641e-006 to 1.85654e-006
Heightened Def Con from 1.85654e-006 to 1.85667e-006
Heightened Def Con from 1.85667e-006 to 1.85779e-006
Heightened Def Con from 1.85783e-006 to 1.85783e-006
Heightened Def Con from 1.85783e-006 to 1.85783e-006
Heightened Def Con from 1.85783e-006 to 1.85783e-006
Heightened Def Con from 1.85783e-006 to 1.85783e-006
Heightened Def Con from 1.85783e-006 to 1.85783e-006
Heightened Def Con from 1.85783e-006 to 1.85796e-006
Heightened Def Con from 1.85796e-006 to 1.85796e-006
Heightened Def Con from 1.85796e-006 to 1.85896e-006
Heightened Def Con from 1.85896e-006 to 1.86096e-006
Heightened Def Con from 1.861e-006 to 1.86112e-006
Heightened Def Con from 1.86112e-006 to 1.86225e-006
Heightened Def Con from 1.863e-006 to 1.86313e-006
Heightened Def Con from 1.86313e-006 to 1.86325e-006
Heightened Def Con from 1.86325e-006 to 1.86325e-006
Heightened Def Con from 1.86325e-006 to 1.86338e-006
Heightened Def Con from 1.86338e-006 +to 1.86338e-006
Heightened Def Con from 1.86338e-006 to 1.8635e-006
Heightened Def Con from 1.8635e-006 to 1.8655e-006
Heightened Def Con from 1.86553e-006 to 1.86666e-006
Heightened Def Con from 1.86741e-006 to 1.86753e-006
Heightened Def Con from 1.86754e-006 to 1.86754e-006
Heightened Def Con from 1.86754e-006 to 1.86766e-006
Heightened Def Con from 1.86766e-006 to 1.86779e-006
Heightened Def Con from 1.86779e-006 to 1.86779e-006
Heightened Def Con from 1.86779e-006 to 1.86779e-006
Heightened Def Con from 1.86779e-006 to 1.86791e-006
Heightened Def Con from 1.86791e-006 to 1.86804e-006
Heightened Def Con from 1.86804e-006 to 1.86816e-006
Heightened Def Con from 1.86817e-006 to 1.86829e-006
Heightened Def Con from 1.86829e-006 to 1.86942e-006
Heightened Def Con from 1.86946e-006 to 1.86946e-006
Heightened Def Con from 1.86946e-006 to 1.86958e-006
Heightened Def Con from 1.86958e-006 to 1.86971e-006
Heightened Def Con from 1.86971e-006 to 1.87083e-006
Heightened Def Con from 1.87084e-006 to 1.87085e-006
Heightened Def Con from 1.87085e-006 to 1.87085e-006
Heightened Def Con from 1.87085e-006 to 1.87097e-006
Heightened Def Con from 1.87097e-006 +to 1.8711e-006
Heightened Def Con from 1.8711e-006 to 1.8731e-006
Heightened Def Con from 1.87533e-006 to 1.87545e-006
Heightened Def Con from 1.87545e-006 to 1.87658e-006
Heightened Def Con from 1.87659e-006 to 1.87671e-006
Heightened Def Con from 1.87671e-006 to 1.87771e-006
Heightened Def Con from 1.87771e-006 to 1.87784e-006
Heightened Def Con from 1.87784e-006 to 1.87784e-006
Heightened Def Con from 1.87784e-006 to 1.87797e-006
Heightened Def Con from 1.87797e-006 to 1.87909e-006
Heightened Def Con from 1.87913e-006 to 1.87926e-006
Heightened Def Con from 1.87926e-006 to 1.87926e-006
Heightened Def Con from 1.87926e-006 to 1.88126e-006
Heightened Def Con from 1.88129e-006 to 1.88141e-006
Heightened Def Con from 1.88141e-006 to 1.88154e-006
Heightened Def Con from 1.88154e-006 to 1.88166e-006
Heightened Def Con from 1.88166e-006 to 1.88179e-006
Heightened Def Con from 1.88179e-006 to 1.88179e-006
Heightened Def Con from 1.88179e-006 to 1.88179e-006
Heightened Def Con from 1.88179e-006 to 1.88191e-006
Heightened Def Con from 1.88192e-006 to 1.88204e-006
Heightened Def Con from 1.88204e-006 to 1.88404e-006
Heightened Def Con from 1.88698e-006 to 1.8871e-006
Heightened Def Con from 1.8871e-006 to 1.88723e-006
Heightened Def Con from 1.88723e-006 to 1.88923e-006
Heightened Def Con from 2.73684e-006 to 2.73884e-006
Heightened Def Con from 2.7412e-006 to 2.74232e-006
Heightened Def Con from 2.74243e-006 to 2.74244e-006
Heightened Def Con from 2.74244e-006 to 2.74258e-006
Heightened Def Con from 2.74502e-006 to 2.74527e-006
Heightened Def Con from 2.74528e-006 to 2.74728e-006
Heightened Def Con from 2.75945e-006 to 2.76145e-006
