Circuit: * \\psf\Margaret\BitKnitting\prototypes\LTSpice\EC\miniEC_WienBridge.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 1.75592e-006 to 1.75792e-006
Heightened Def Con from 1.75795e-006 to 1.75795e-006
Heightened Def Con from 1.75795e-006 +to 1.75897e-006
Heightened Def Con from 1.75897e-006 to 1.75897e-006
Heightened Def Con from 1.75897e-006 to 1.75897e-006
Heightened Def Con from 1.75897e-006 to 1.75897e-006
Heightened Def Con from 1.75897e-006 to 1.75897e-006
Heightened Def Con from 1.75897e-006 to 1.75897e-006
Heightened Def Con from 1.75897e-006 +to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.7591e-006
Heightened Def Con from 1.7591e-006 to 1.76022e-006
Heightened Def Con from 1.76023e-006 to 1.76023e-006
Heightened Def Con from 1.76023e-006 to 1.76023e-006
Heightened Def Con from 1.76023e-006 to 1.76135e-006
Heightened Def Con from 1.76139e-006 to 1.76152e-006
Heightened Def Con from 1.76152e-006 to 1.76152e-006
Heightened Def Con from 1.76152e-006 to 1.76152e-006
Heightened Def Con from 1.76152e-006 +to 1.76264e-006
Heightened Def Con from 1.76339e-006 to 1.76352e-006
Heightened Def Con from 1.76352e-006 +to 1.76364e-006
Heightened Def Con from 1.76364e-006 to 1.76477e-006
Heightened Def Con from 1.76481e-006 to 1.76481e-006
Heightened Def Con from 1.76481e-006 ++to 1.76482e-006
Heightened Def Con from 1.76482e-006 to 1.76495e-006
Heightened Def Con from 1.76495e-006 to 1.76496e-006
Heightened Def Con from 1.76496e-006 to 1.76496e-006
Heightened Def Con from 1.76496e-006 to 1.76496e-006
Heightened Def Con from 1.76496e-006 +to 1.76496e-006
Heightened Def Con from 1.76496e-006 to 1.76509e-006
Heightened Def Con from 1.76509e-006 +to 1.76521e-006
Heightened Def Con from 1.76596e-006 to 1.76596e-006
Heightened Def Con from 1.76596e-006 to 1.76696e-006
Heightened Def Con from 1.76696e-006 to 1.76696e-006
Heightened Def Con from 1.76696e-006 to 1.76709e-006
Heightened Def Con from 1.76709e-006 to 1.76709e-006
Heightened Def Con from 1.76709e-006 to 1.76709e-006
Heightened Def Con from 1.76709e-006 to 1.76821e-006
Heightened Def Con from 1.76909e-006 to 1.76909e-006
Heightened Def Con from 1.76909e-006 to 1.77022e-006
Heightened Def Con from 1.77023e-006 +to 1.77023e-006
Heightened Def Con from 1.77023e-006 to 1.77025e-006
Heightened Def Con from 1.77025e-006 +to 1.77025e-006
Heightened Def Con from 1.77025e-006 to 1.77025e-006
Heightened Def Con from 1.77025e-006 to 1.77037e-006
Heightened Def Con from 1.77037e-006 +to 1.77037e-006
Heightened Def Con from 1.77037e-006 to 1.77039e-006
Heightened Def Con from 1.77039e-006 to 1.77151e-006
Heightened Def Con from 1.77176e-006 to 1.77176e-006
Heightened Def Con from 1.77176e-006 to 1.77176e-006
Heightened Def Con from 1.77176e-006 to 1.77278e-006
Heightened Def Con from 1.77278e-006 to 1.77278e-006
Heightened Def Con from 1.77278e-006 +to 1.77278e-006
Heightened Def Con from 1.77278e-006 to 1.77278e-006
Heightened Def Con from 1.77278e-006 to 1.77278e-006
Heightened Def Con from 1.77278e-006 to 1.77291e-006
Heightened Def Con from 1.77291e-006 to 1.77291e-006
Heightened Def Con from 1.77291e-006 to 1.77291e-006
Heightened Def Con from 1.77291e-006 to 1.77403e-006
Heightened Def Con from 1.77405e-006 to 1.77405e-006
Heightened Def Con from 1.77405e-006 to 1.77405e-006
Heightened Def Con from 1.77405e-006 to 1.77505e-006
Heightened Def Con from 1.77505e-006 to 1.77505e-006
Heightened Def Con from 1.77505e-006 to 1.77505e-006
Heightened Def Con from 1.77505e-006 +to 1.77505e-006
Heightened Def Con from 1.77505e-006 to 1.77505e-006
Heightened Def Con from 1.77505e-006 to 1.77517e-006
Heightened Def Con from 1.77517e-006 to 1.77517e-006
Heightened Def Con from 1.77517e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 +to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.7753e-006
Heightened Def Con from 1.7753e-006 to 1.77642e-006
Heightened Def Con from 1.77643e-006 to 1.77643e-006
Heightened Def Con from 1.77643e-006 to 1.77655e-006
Heightened Def Con from 1.77655e-006 to 1.77668e-006
Heightened Def Con from 1.77668e-006 to 1.77668e-006
Heightened Def Con from 1.77668e-006 to 1.77668e-006
Heightened Def Con from 1.77668e-006 to 1.77669e-006
Heightened Def Con from 1.77669e-006 to 1.77669e-006
Heightened Def Con from 1.77669e-006 to 1.77682e-006
Heightened Def Con from 1.77682e-006 to 1.77795e-006
Heightened Def Con from 1.77795e-006 +to 1.77795e-006
Heightened Def Con from 1.77795e-006 to 1.77895e-006
Heightened Def Con from 1.77895e-006 to 1.77908e-006
Heightened Def Con from 1.77908e-006 to 1.77908e-006
Heightened Def Con from 1.77908e-006 to 1.77908e-006
Heightened Def Con from 1.77908e-006 to 1.77908e-006
Heightened Def Con from 1.77908e-006 +to 1.77908e-006
Heightened Def Con from 1.77908e-006 to 1.77909e-006
Heightened Def Con from 1.77909e-006 to 1.77909e-006
Heightened Def Con from 1.77909e-006 to 1.77922e-006
Heightened Def Con from 1.77922e-006 to 1.77922e-006
Heightened Def Con from 1.77922e-006 to 1.78034e-006
Heightened Def Con from 1.78035e-006 to 1.78235e-006
Heightened Def Con from 1.78239e-006 to 1.78239e-006
Heightened Def Con from 1.78239e-006 to 1.78239e-006
Heightened Def Con from 1.78239e-006 +to 1.78239e-006
Heightened Def Con from 1.78239e-006 to 1.78251e-006
Heightened Def Con from 1.78251e-006 to 1.78251e-006
Heightened Def Con from 1.78251e-006 +to 1.78251e-006
Heightened Def Con from 1.78252e-006 +to 1.78252e-006
Heightened Def Con from 1.78252e-006 to 1.78252e-006
Heightened Def Con from 1.78252e-006 to 1.78364e-006
Heightened Def Con from 1.78395e-006 to 1.78395e-006
Heightened Def Con from 1.78395e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78495e-006
Heightened Def Con from 1.78495e-006 to 1.78695e-006
Heightened Def Con from 1.78698e-006 to 1.78698e-006
Heightened Def Con from 1.78698e-006 to 1.78698e-006
Heightened Def Con from 1.78698e-006 to 1.78698e-006
Heightened Def Con from 1.78698e-006 +to 1.78699e-006
Heightened Def Con from 1.78699e-006 to 1.787e-006
Heightened Def Con from 1.787e-006 to 1.787e-006
Heightened Def Con from 1.787e-006 to 1.787e-006
Heightened Def Con from 1.787e-006 to 1.78813e-006
Heightened Def Con from 1.78813e-006 to 1.78813e-006
Heightened Def Con from 1.78813e-006 to 1.78826e-006
Heightened Def Con from 1.78826e-006 to 1.78826e-006
Heightened Def Con from 1.78826e-006 to 1.78927e-006
Heightened Def Con from 1.78928e-006 to 1.78928e-006
Heightened Def Con from 1.78928e-006 to 1.7904e-006
Heightened Def Con from 1.79041e-006 to 1.79041e-006
Heightened Def Con from 1.79041e-006 to 1.79041e-006
Heightened Def Con from 1.79041e-006 to 1.79041e-006
Heightened Def Con from 1.79041e-006 to 1.79041e-006
Heightened Def Con from 1.79041e-006 +to 1.79041e-006
Heightened Def Con from 1.79041e-006 to 1.79054e-006
Heightened Def Con from 1.79054e-006 to 1.79066e-006
Heightened Def Con from 1.79066e-006 to 1.79266e-006
Heightened Def Con from 1.79466e-006 to 1.79568e-006
Heightened Def Con from 1.79568e-006 to 1.79681e-006
Heightened Def Con from 1.79681e-006 to 1.79681e-006
Heightened Def Con from 1.79681e-006 to 1.79794e-006
Heightened Def Con from 1.79798e-006 to 1.79798e-006
Heightened Def Con from 1.79798e-006 to 1.79798e-006
Heightened Def Con from 1.79798e-006 to 1.79798e-006
Heightened Def Con from 1.79798e-006 to 1.79998e-006
Heightened Def Con from 1.80001e-006 to 1.80001e-006
Heightened Def Con from 1.80001e-006 to 1.80001e-006
Heightened Def Con from 1.80001e-006 to 1.80001e-006
Heightened Def Con from 1.80001e-006 to 1.80001e-006
Heightened Def Con from 1.80001e-006 to 1.80201e-006
Heightened Def Con from 1.80204e-006 ++to 1.80204e-006
Heightened Def Con from 1.80204e-006 to 1.80404e-006
Heightened Def Con from 1.80408e-006 to 1.80421e-006
Heightened Def Con from 1.80421e-006 to 1.80533e-006
Heightened Def Con from 1.80537e-006 to 1.80539e-006
Heightened Def Con from 1.80539e-006 to 1.80539e-006
Heightened Def Con from 1.80539e-006 +to 1.80539e-006
Heightened Def Con from 1.80539e-006 to 1.80551e-006
Heightened Def Con from 1.80551e-006 to 1.80551e-006
Heightened Def Con from 1.80551e-006 to 1.80564e-006
Heightened Def Con from 1.80564e-006 to 1.80564e-006
Heightened Def Con from 1.80564e-006 to 1.80564e-006
Heightened Def Con from 1.80564e-006 to 1.80564e-006
Heightened Def Con from 1.80564e-006 to 1.80576e-006
Heightened Def Con from 1.80576e-006 to 1.80589e-006
Heightened Def Con from 1.80589e-006 to 1.80589e-006
Heightened Def Con from 1.80589e-006 to 1.80589e-006
Heightened Def Con from 1.80589e-006 to 1.80789e-006
Heightened Def Con from 1.80792e-006 to 1.80792e-006
Heightened Def Con from 1.80792e-006 to 1.80792e-006
Heightened Def Con from 1.80792e-006 to 1.80792e-006
Heightened Def Con from 1.80792e-006 ++to 1.80805e-006
Heightened Def Con from 1.80805e-006 to 1.80805e-006
Heightened Def Con from 1.80805e-006 to 1.80805e-006
Heightened Def Con from 1.80805e-006 to 1.80805e-006
Heightened Def Con from 1.80805e-006 to 1.80817e-006
Heightened Def Con from 1.80817e-006 to 1.80817e-006
Heightened Def Con from 1.80817e-006 to 1.8083e-006
Heightened Def Con from 1.8083e-006 to 1.8083e-006
Heightened Def Con from 1.8083e-006 +to 1.8083e-006
Heightened Def Con from 1.8083e-006 to 1.80832e-006
Heightened Def Con from 1.80832e-006 to 1.80832e-006
Heightened Def Con from 1.80832e-006 +to 1.80832e-006
Heightened Def Con from 1.80832e-006 to 1.80944e-006
Heightened Def Con from 1.80945e-006 to 1.80945e-006
Heightened Def Con from 1.80945e-006 to 1.81047e-006
Heightened Def Con from 1.81048e-006 to 1.81061e-006
Heightened Def Con from 1.81061e-006 to 1.81061e-006
Heightened Def Con from 1.81061e-006 to 1.81173e-006
Heightened Def Con from 1.81174e-006 to 1.81174e-006
Heightened Def Con from 1.81174e-006 to 1.81174e-006
Heightened Def Con from 1.81174e-006 to 1.81287e-006
Heightened Def Con from 1.81288e-006 to 1.81288e-006
Heightened Def Con from 1.81288e-006 to 1.81288e-006
Heightened Def Con from 1.81288e-006 to 1.8139e-006
Heightened Def Con from 1.8139e-006 to 1.81403e-006
Heightened Def Con from 1.81403e-006 to 1.81415e-006
Heightened Def Con from 1.81415e-006 to 1.81528e-006
Heightened Def Con from 1.81532e-006 to 1.81544e-006
Heightened Def Con from 1.81544e-006 to 1.81544e-006
Heightened Def Con from 1.81544e-006 ++to 1.81544e-006
Heightened Def Con from 1.81544e-006 to 1.81544e-006
Heightened Def Con from 1.81544e-006 to 1.81557e-006
Heightened Def Con from 1.81557e-006 to 1.81669e-006
Heightened Def Con from 1.81673e-006 to 1.81673e-006
Heightened Def Con from 1.81673e-006 +to 1.81773e-006
Heightened Def Con from 1.81773e-006 +to 1.81773e-006
Heightened Def Con from 1.81773e-006 to 1.81786e-006
Heightened Def Con from 1.81786e-006 to 1.81786e-006
Heightened Def Con from 1.81786e-006 to 1.81786e-006
Heightened Def Con from 1.81786e-006 to 1.81898e-006
Heightened Def Con from 1.81902e-006 to 1.81904e-006
Heightened Def Con from 1.81904e-006 to 1.81917e-006
Heightened Def Con from 1.81917e-006 to 1.81917e-006
Heightened Def Con from 1.81917e-006 +to 1.81917e-006
Heightened Def Con from 1.81917e-006 to 1.81917e-006
Heightened Def Con from 1.81917e-006 to 1.81917e-006
Heightened Def Con from 1.81917e-006 to 1.81917e-006
Heightened Def Con from 1.81917e-006 to 1.81917e-006
Heightened Def Con from 1.81917e-006 to 1.82029e-006
Heightened Def Con from 1.82033e-006 to 1.82233e-006
Heightened Def Con from 1.82433e-006 to 1.82433e-006
Heightened Def Con from 1.82433e-006 to 1.82433e-006
Heightened Def Con from 1.82433e-006 to 1.82433e-006
Heightened Def Con from 1.82433e-006 to 1.82446e-006
Heightened Def Con from 1.82446e-006 to 1.82446e-006
Heightened Def Con from 1.82446e-006 +to 1.82446e-006
Heightened Def Con from 1.82446e-006 to 1.82447e-006
Heightened Def Con from 1.82447e-006 to 1.82447e-006
Heightened Def Con from 1.82447e-006 to 1.82447e-006
Heightened Def Con from 1.82447e-006 to 1.8256e-006
Heightened Def Con from 1.82561e-006 to 1.82561e-006
Heightened Def Con from 1.82561e-006 ++to 1.82561e-006
Heightened Def Con from 1.82561e-006 to 1.82574e-006
Heightened Def Con from 1.82574e-006 to 1.82574e-006
Heightened Def Con from 1.82574e-006 to 1.82574e-006
Heightened Def Con from 1.82574e-006 to 1.82574e-006
Heightened Def Con from 1.82574e-006 to 1.82586e-006
Heightened Def Con from 1.82586e-006 to 1.82699e-006
Heightened Def Con from 1.82703e-006 to 1.82715e-006
Heightened Def Con from 1.82715e-006 to 1.82715e-006
Heightened Def Con from 1.82715e-006 to 1.82728e-006
Heightened Def Con from 1.82728e-006 to 1.8274e-006
Heightened Def Con from 1.8274e-006 to 1.8274e-006
Heightened Def Con from 1.8274e-006 to 1.8294e-006
Heightened Def Con from 1.82944e-006 to 1.82944e-006
Heightened Def Con from 1.82944e-006 to 1.82944e-006
Heightened Def Con from 1.82944e-006 to 1.82944e-006
Heightened Def Con from 1.82944e-006 to 1.82944e-006
Heightened Def Con from 1.82944e-006 to 1.82944e-006
Heightened Def Con from 1.82944e-006 to 1.82944e-006
Heightened Def Con from 1.82944e-006 to 1.83056e-006
Heightened Def Con from 1.83056e-006 to 1.83058e-006
Heightened Def Con from 1.83058e-006 to 1.83058e-006
Heightened Def Con from 1.83058e-006 to 1.83058e-006
Heightened Def Con from 1.83058e-006 to 1.83058e-006
Heightened Def Con from 1.83058e-006 +to 1.8317e-006
Heightened Def Con from 1.8317e-006 to 1.8327e-006
Heightened Def Con from 1.8327e-006 to 1.8327e-006
Heightened Def Con from 1.8327e-006 to 1.83383e-006
Heightened Def Con from 1.83387e-006 to 1.83387e-006
Heightened Def Con from 1.83387e-006 to 1.83387e-006
Heightened Def Con from 1.83387e-006 to 1.83387e-006
Heightened Def Con from 1.83387e-006 to 1.83587e-006
Heightened Def Con from 1.83587e-006 to 1.836e-006
Heightened Def Con from 1.836e-006 to 1.836e-006
Heightened Def Con from 1.836e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83602e-006
Heightened Def Con from 1.83602e-006 to 1.83714e-006
Heightened Def Con from 1.83718e-006 to 1.83918e-006
Heightened Def Con from 1.83919e-006 to 1.83919e-006
Heightened Def Con from 1.83919e-006 to 1.84119e-006
Heightened Def Con from 1.8412e-006 to 1.84132e-006
Heightened Def Con from 1.84132e-006 to 1.84134e-006
Heightened Def Con from 1.84134e-006 to 1.84247e-006
Heightened Def Con from 1.84251e-006 to 1.84263e-006
Heightened Def Con from 1.84263e-006 to 1.84263e-006
Heightened Def Con from 1.84263e-006 to 1.84263e-006
Heightened Def Con from 1.84263e-006 to 1.84365e-006
Heightened Def Con from 1.84369e-006 to 1.84381e-006
Heightened Def Con from 1.84381e-006 to 1.84494e-006
Heightened Def Con from 1.84498e-006 to 1.84499e-006
Heightened Def Con from 1.84499e-006 to 1.84499e-006
Heightened Def Con from 1.84499e-006 to 1.84501e-006
Heightened Def Con from 1.84501e-006 to 1.84513e-006
Heightened Def Con from 1.84514e-006 to 1.84526e-006
Heightened Def Con from 1.84526e-006 to 1.84526e-006
Heightened Def Con from 1.84526e-006 to 1.84528e-006
Heightened Def Con from 1.84528e-006 to 1.84528e-006
Heightened Def Con from 1.84528e-006 to 1.84528e-006
Heightened Def Con from 1.84528e-006 to 1.84628e-006
Heightened Def Con from 1.84628e-006 to 1.84628e-006
Heightened Def Con from 1.84628e-006 to 1.84628e-006
Heightened Def Con from 1.84628e-006 to 1.84628e-006
Heightened Def Con from 1.84628e-006 to 1.84728e-006
Heightened Def Con from 1.84728e-006 to 1.84928e-006
Heightened Def Con from 1.85178e-006 to 1.85178e-006
Heightened Def Con from 1.85178e-006 to 1.8528e-006
Heightened Def Con from 1.85284e-006 to 1.85284e-006
Heightened Def Con from 1.85284e-006 to 1.85296e-006
Heightened Def Con from 1.85296e-006 to 1.85309e-006
Heightened Def Con from 1.85309e-006 to 1.85509e-006
Heightened Def Con from 1.85513e-006 to 1.85525e-006
Heightened Def Con from 1.85525e-006 to 1.85525e-006
Heightened Def Con from 1.85525e-006 to 1.85527e-006
Heightened Def Con from 1.85527e-006 to 1.85539e-006
Heightened Def Con from 1.85539e-006 to 1.85739e-006
Heightened Def Con from 1.85743e-006 to 1.85743e-006
Heightened Def Con from 1.85743e-006 to 1.85743e-006
Heightened Def Con from 1.85743e-006 to 1.85743e-006
Heightened Def Con from 1.85743e-006 to 1.85755e-006
Heightened Def Con from 1.85755e-006 to 1.85755e-006
Heightened Def Con from 1.85755e-006 to 1.85768e-006
Heightened Def Con from 1.85768e-006 to 1.85768e-006
Heightened Def Con from 1.85768e-006 to 1.8578e-006
Heightened Def Con from 1.8578e-006 to 1.8578e-006
Heightened Def Con from 1.8578e-006 to 1.85793e-006
Heightened Def Con from 1.85793e-006 to 1.85905e-006
Heightened Def Con from 1.85909e-006 to 1.85909e-006
Heightened Def Con from 1.85909e-006 to 1.85909e-006
Heightened Def Con from 1.85909e-006 +to 1.85909e-006
Heightened Def Con from 1.85909e-006 to 1.85909e-006
Heightened Def Con from 1.85909e-006 to 1.86109e-006
Heightened Def Con from 1.86403e-006 to 1.86416e-006
Heightened Def Con from 1.86416e-006 to 1.86428e-006
Heightened Def Con from 1.86428e-006 to 1.86541e-006
Heightened Def Con from 1.86545e-006 to 1.86545e-006
Heightened Def Con from 1.86545e-006 to 1.86557e-006
Heightened Def Con from 1.86557e-006 to 1.86557e-006
Heightened Def Con from 1.86557e-006 to 1.86557e-006
Heightened Def Con from 1.86557e-006 to 1.8657e-006
Heightened Def Con from 1.8657e-006 to 1.8657e-006
Heightened Def Con from 1.8657e-006 to 1.86583e-006
Heightened Def Con from 1.86583e-006 to 1.86683e-006
Heightened Def Con from 1.86683e-006 to 1.86683e-006
